image_id,gt_boxes,pred_boxes,any_true_positive
e036add44.jpg,2,1,1
07c3d6d77.jpg,2,1,1
0aa4399a4.jpg,1,1,1
31a43a534.jpg,6,3,1
b8642bd0a.jpg,3,1,0
8fb4575f3.jpg,4,4,1
e2f3d138a.jpg,1,0,0
11f34f40d.jpg,5,4,1
21ef20784.jpg,1,1,0
d6102d7d2.jpg,2,0,0
1d66a6fb4.jpg,5,4,1
8d67593de.jpg,1,2,1
99984eccf.jpg,1,1,1
476efaa3d.jpg,7,3,1
0360edfb8.jpg,2,3,1
a2cb5be8f.jpg,1,1,1
45b362a50.jpg,4,2,1
c795455ba.jpg,1,1,1
fb9a07c8f.jpg,2,1,0
7bde96c82.jpg,1,2,1
aa9a7363b.jpg,2,4,1
a0709a1e6.jpg,1,2,1
e51c76beb.jpg,6,3,1
fe7b99496.jpg,1,1,1
63cf275e8.jpg,4,5,1
edfc18176.jpg,1,1,1
86b7dbfe8.jpg,3,5,1
bce9bf82d.jpg,5,7,1
a5ed4358c.jpg,2,1,0
7bec3eeb7.jpg,6,7,1
df0430717.jpg,1,1,1
4e6514402.jpg,1,1,0
05396b495.jpg,4,5,1
9ad1ad629.jpg,3,4,1
98f108423.jpg,1,2,1
1d5eeb9bd.jpg,2,2,1
ea2ebb194.jpg,7,6,1
9028ff68e.jpg,2,1,1
638b05d55.jpg,1,2,0
c571c7c32.jpg,1,1,1
529b36067.jpg,3,5,1
b69920a15.jpg,1,1,1
8266cca81.jpg,6,11,1
e1a9e7c49.jpg,4,2,1
4ab1aeab6.jpg,1,1,1
29ff8d6f4.jpg,1,1,1
f03379160.jpg,2,1,0
9efbf2ac6.jpg,4,1,0
108ea689b.jpg,12,11,1
81c37d5f1.jpg,7,5,1
75070e973.jpg,3,4,0
bca9c5489.jpg,3,2,1
8ccb9bbc9.jpg,6,5,1
0ea00bf92.jpg,1,1,1
29d83d9ce.jpg,1,4,1
19c645c25.jpg,3,3,1
b0f9fff35.jpg,3,2,1
09f1605ee.jpg,2,1,0
4ee570810.jpg,4,3,1
0fd63823c.jpg,4,4,1
208825e67.jpg,1,5,1
d267355be.jpg,5,5,1
380c01646.jpg,7,0,0
7b8d4b6d4.jpg,2,1,1
b68b9258c.jpg,14,8,1
0ca915b9f.jpg,1,1,1
1639cc829.jpg,7,2,1
1e742caeb.jpg,6,3,1
39960c9e9.jpg,2,5,1
3d2df482c.jpg,12,1,0
bd4957b80.jpg,2,1,1
892321605.jpg,1,1,1
43bb3a898.jpg,1,1,1
252c10c1a.jpg,2,1,1
1dba99dc5.jpg,1,1,1
f22da130b.jpg,4,1,1
b8d2805f9.jpg,2,3,1
397bdbbf6.jpg,1,1,1
a33ec265a.jpg,5,5,1
f81484e30.jpg,2,4,1
dff1d028a.jpg,2,3,1
bc73f75a5.jpg,1,2,1
fe01b0ce0.jpg,3,2,1
4695c2d2a.jpg,2,2,1
196e624f5.jpg,2,2,1
eed74bec9.jpg,1,3,1
5c044192f.jpg,1,1,0
8c9286f4e.jpg,4,1,1
f1becb8a5.jpg,7,2,1
db17c18f9.jpg,3,4,1
e0593f542.jpg,1,2,1
bc23335bc.jpg,1,1,1
43dac5ad5.jpg,2,5,1
82c806ebb.jpg,3,4,1
f46e63337.jpg,3,1,1
5e581254c.jpg,4,5,1
3b9a3ae3b.jpg,9,5,1
7626234a2.jpg,5,3,1
e32bba07f.jpg,3,1,1
2f2053eff.jpg,1,1,1
0d9d2aa59.jpg,1,1,1
700209a95.jpg,3,3,1
2f6b7235e.jpg,2,1,0
088a6bb94.jpg,2,2,1
fe65bce69.jpg,2,2,1
a189ded53.jpg,2,0,0
6b634bbe9.jpg,11,12,1
846788254.jpg,8,3,1
cfe40128c.jpg,1,1,1
01e020dc5.jpg,7,7,1
cb383b2f7.jpg,4,3,1
a5fb2758e.jpg,3,2,1
65bb052e9.jpg,5,1,1
bf3d21ec7.jpg,2,2,0
54c3ce6f0.jpg,3,4,1
b001f0e9b.jpg,1,1,1
3704cdfd6.jpg,14,14,1
47aea9052.jpg,3,5,1
cbdb0828d.jpg,1,6,1
539be6ba4.jpg,1,1,1
5891749fb.jpg,1,1,0
dc46cd893.jpg,1,1,1
8ed31effd.jpg,4,6,1
32efbaf94.jpg,2,3,1
514222386.jpg,1,4,1
9612cf3ee.jpg,1,2,1
ff001adfe.jpg,20,14,1
90246e919.jpg,3,3,1
a909833f5.jpg,1,1,0
b7fd1f63b.jpg,2,3,1
4ade4b747.jpg,7,4,1
316f0236a.jpg,1,1,0
9622959c1.jpg,3,0,0
22bd428e0.jpg,3,4,1
9ebb54e56.jpg,3,3,1
cd7d4933e.jpg,2,3,1
f97db2626.jpg,7,1,0
57314986d.jpg,3,1,0
a835a0e50.jpg,4,4,1
f0dc068a8.jpg,3,4,1
a33d86440.jpg,8,6,1
548f2444a.jpg,4,2,1
de15e1a31.jpg,4,1,0
5e570da14.jpg,2,3,1
1a8440db2.jpg,1,1,0
aa53582ee.jpg,7,5,1
d9ce68f4f.jpg,4,3,1
da505edce.jpg,1,1,1
cdf669a1f.jpg,3,3,1
5af757935.jpg,10,4,1
b6656880b.jpg,3,1,0
74472e481.jpg,2,2,1
d7221e8ce.jpg,14,0,0
e628d230c.jpg,1,1,1
ecc0bf094.jpg,2,2,1
5a188bcf6.jpg,9,7,1
9cfa7be25.jpg,3,3,1
24e125a16.jpg,1,1,0
b38f593fd.jpg,9,4,1
24fce7ae0.jpg,3,3,1
1fc4c5a4b.jpg,1,2,1
f210c637e.jpg,1,0,0
433ee3ba0.jpg,2,0,0
66c487b25.jpg,2,3,1
8e8404fe0.jpg,1,3,1
6d5d698e0.jpg,1,0,0
b3cea5fb4.jpg,1,1,0
8709ea899.jpg,2,2,1
ea30f095d.jpg,5,8,1
dd1683e7b.jpg,2,1,0
de964f1e4.jpg,3,2,1
4d6da5e7d.jpg,1,0,0
9253b216e.jpg,7,4,1
4af0f0204.jpg,1,2,1
3d0fc6499.jpg,4,1,1
335be17fa.jpg,2,2,1
fe6f8e502.jpg,5,3,1
8a3ce8312.jpg,7,10,1
eb18f69ed.jpg,4,5,1
385f6dc61.jpg,3,2,1
434dc37a2.jpg,3,0,0
11c481d5e.jpg,5,6,1
8016e642c.jpg,2,3,1
64c57880e.jpg,1,0,0
02701c239.jpg,2,3,1
61457b567.jpg,2,0,0
534dacff6.jpg,1,2,1
91b768bcb.jpg,4,6,1
c828ece4b.jpg,4,4,1
12234aab8.jpg,4,2,1
0d4866e3c.jpg,1,1,1
f17e982f9.jpg,1,1,1
4c18e968f.jpg,1,2,1
7dc8d94dc.jpg,1,1,1
fa6567637.jpg,5,8,1
0498abd18.jpg,3,2,1
8f5e37d0a.jpg,10,10,1
e4911993d.jpg,1,1,1
9531c4b99.jpg,1,2,1
60d7ee261.jpg,4,6,1
0984c380f.jpg,3,3,1
a997f247d.jpg,2,2,1
f645abdf0.jpg,7,7,1
a27bd6af7.jpg,1,1,1
69e2943d2.jpg,3,3,1
910ad3edf.jpg,1,1,1
de6c85c29.jpg,4,4,1
f22ad3b42.jpg,3,3,1
09ee01161.jpg,2,2,1
8ec0d428d.jpg,4,3,1
6a9ff4b0c.jpg,1,0,0
1c61eaea9.jpg,2,2,1
5ad48b934.jpg,2,2,1
c63388081.jpg,4,2,0
d636cbd42.jpg,4,5,1
a629cce39.jpg,4,5,1
28adb8aeb.jpg,8,5,1
66574a641.jpg,1,1,1
ff933e271.jpg,4,4,1
cbc2f9676.jpg,1,3,1
addd390e9.jpg,4,1,1
817c6c7a8.jpg,7,4,1
55a585807.jpg,2,2,1
a44dd8116.jpg,2,1,1
0e0f06208.jpg,3,4,1
b682bfafd.jpg,2,1,0
2d26b9dda.jpg,1,1,1
2d94df675.jpg,7,4,1
4b762b230.jpg,2,2,1
cc7c66720.jpg,1,2,1
a135808ff.jpg,7,2,1
fea2f6ad2.jpg,1,1,1
c4aeca424.jpg,2,2,1
59c00ad1f.jpg,1,1,1
a129732b2.jpg,1,1,1
bbebbd412.jpg,3,3,1
508c739d1.jpg,4,2,1
ab4fab99e.jpg,1,2,0
9eed4fc7c.jpg,1,3,1
64b571a9a.jpg,8,5,1
b303bf6e5.jpg,2,3,1
4613bc12c.jpg,2,0,0
8991e4a44.jpg,1,2,1
c35fa49e2.jpg,2,1,0
c7fb9db8c.jpg,1,0,0
1ef276277.jpg,1,3,0
0b5051d9f.jpg,5,0,0
464a009f9.jpg,1,3,1
ad8744ba7.jpg,2,1,1
446ba8f9b.jpg,2,1,1
b19fbab56.jpg,10,6,1
060c3159e.jpg,1,1,1
1dd76fb74.jpg,4,3,1
a75bb4c01.jpg,2,1,0
4e2e1bdb7.jpg,2,2,1
d1e1bf13e.jpg,17,3,1
e868908d6.jpg,3,4,1
7f1b37606.jpg,4,1,1
68142cad1.jpg,5,0,0
1f3e0b337.jpg,1,1,0
a71e53574.jpg,1,2,1
763871334.jpg,3,2,0
c9c7d9ddb.jpg,2,2,0
cbcd45716.jpg,3,3,1
3ecff5d55.jpg,2,3,0
b35a7ff2e.jpg,4,1,1
005d86c25.jpg,2,2,1
e055afd50.jpg,5,0,0
9efbc9bb6.jpg,5,8,1
dc0c6c0de.jpg,5,2,1
d5e8af85b.jpg,1,1,0
a3c3733cd.jpg,2,1,1
4cca18753.jpg,1,4,1
ec58aa10d.jpg,8,8,1
b2ba56cd7.jpg,1,3,1
b5b5e513b.jpg,2,0,0
cb93f342e.jpg,11,3,1
7e9c7f52d.jpg,3,2,1
8aaf235ef.jpg,1,2,1
61bbee823.jpg,2,1,0
3ac71c924.jpg,2,2,1
08f0b26ac.jpg,1,0,0
5b6f98ba8.jpg,7,4,1
eb1f38f03.jpg,6,5,1
c21edfb97.jpg,12,8,1
1ee38e570.jpg,2,3,1
3463eedaf.jpg,1,2,1
cf4008024.jpg,6,6,1
bd70c4b99.jpg,3,1,1
3d4ac6276.jpg,9,12,1
471b423b1.jpg,1,2,1
4ca64717c.jpg,7,1,1
e3e1bb16a.jpg,1,0,0
4e2c9230d.jpg,5,4,1
f71c37a0f.jpg,4,3,1
8abd1fbf5.jpg,1,1,1
e007cfe77.jpg,1,1,0
7ea03b257.jpg,3,1,0
15ce9e5cf.jpg,6,3,1
880f0b8cc.jpg,4,4,1
44ad9ef30.jpg,4,6,1
c4d5657bc.jpg,4,2,1
f6d99d582.jpg,3,2,1
4bfbe85ff.jpg,5,4,1
4f323a756.jpg,2,3,1
e685f521b.jpg,1,1,1
50ac457cb.jpg,1,5,1
8fc4cc556.jpg,3,2,0
8c3539cdd.jpg,12,13,1
08b539d11.jpg,4,4,1
7a7282702.jpg,7,3,1
286f459e6.jpg,4,5,1
86abf2aef.jpg,1,0,0
30c2d753f.jpg,1,3,1
db03ee270.jpg,2,2,1
fc62ebb8b.jpg,1,2,1
3f39b85b9.jpg,3,4,1
f2a7da76d.jpg,1,1,1
6aadb8486.jpg,2,1,0
09e15218c.jpg,3,3,1
f60b4d359.jpg,2,2,1
054190eb2.jpg,1,2,1
434d03372.jpg,4,2,1
5a46b4407.jpg,4,2,1
a39b0ef7e.jpg,2,0,0
dfc895f18.jpg,1,1,1
e806a6fd3.jpg,1,2,1
4bc04da70.jpg,2,2,1
0f8305adb.jpg,1,2,1
a5c3d1132.jpg,3,3,1
822ccb565.jpg,2,2,1
1e0980950.jpg,4,1,0
f5a4016bb.jpg,1,1,1
689af3e16.jpg,3,4,1
214b9bd1a.jpg,2,3,1
b1623b91f.jpg,3,1,0
5c238e376.jpg,3,2,1
301fc5e57.jpg,4,6,1
c85251430.jpg,1,1,1
4dd52fc23.jpg,7,6,1
36a39e435.jpg,1,2,1
2c37ea89f.jpg,6,6,1
8417eb22d.jpg,3,3,1
4f7972e7c.jpg,1,2,0
523fee62c.jpg,2,1,0
ed1e66f9c.jpg,1,1,1
b68a9259a.jpg,20,2,1
6fcd94e33.jpg,2,0,0
577afb2d8.jpg,6,6,1
a6b00abd7.jpg,2,2,1
a559091c5.jpg,3,2,1
6915f678b.jpg,3,3,1
5b175c18c.jpg,15,7,1
71b3a6858.jpg,2,2,0
6276bd13c.jpg,7,3,1
8f64891a6.jpg,2,2,1
036c4e5d2.jpg,1,1,0
24884c39c.jpg,2,4,1
0e106d482.jpg,1,1,1
a13c52c08.jpg,1,0,0
dbd7ba010.jpg,2,5,1
cc9e159dd.jpg,3,2,1
1e7c529a2.jpg,2,2,1
2467e2b6e.jpg,1,1,1
c987a8155.jpg,2,2,1
c30efa47d.jpg,2,2,1
d6505b987.jpg,1,1,1
e741e43bd.jpg,2,2,1
eef2cc092.jpg,4,0,0
f1699cb5a.jpg,3,2,1
6c62c50e3.jpg,6,0,0
fcd374576.jpg,1,2,1
0095cd374.jpg,1,3,0
77e5c398e.jpg,8,3,1
8bb208f36.jpg,8,7,1
6e7bace88.jpg,1,1,1
80f2eef6e.jpg,2,1,1
32dca5f32.jpg,2,1,1
5c201d9e7.jpg,1,1,1
5aff55ed5.jpg,4,2,0
31cf10f6e.jpg,1,0,0
4d967fdb0.jpg,7,8,1
9eb76f829.jpg,1,2,1
53994e13b.jpg,1,1,1
30bb7b7a3.jpg,2,2,0
c720250a2.jpg,1,3,1
4b925c919.jpg,3,3,1
90daee822.jpg,2,2,1
d67745c5b.jpg,2,0,0
c7aeb9c82.jpg,4,2,1
15e21dfad.jpg,1,3,1
e56f52c1e.jpg,1,2,1
a56df9123.jpg,1,2,1
4aca6c4a7.jpg,7,4,1
e7c915edc.jpg,1,0,0
2c8c3cb8a.jpg,2,1,1
d169e1b81.jpg,14,7,1
c63e60886.jpg,11,6,1
48626da29.jpg,2,2,1
2395db536.jpg,1,0,0
8f38c1314.jpg,3,2,1
f67e682da.jpg,4,1,1
c293952c8.jpg,2,1,1
6e30a9e9f.jpg,11,1,0
713f8ef91.jpg,1,2,1
21f157362.jpg,5,6,1
09d84ff22.jpg,1,4,1
df70a7e07.jpg,1,1,1
0e5981679.jpg,3,2,1
a81d409c6.jpg,1,1,1
636214476.jpg,4,1,1
6f46868d9.jpg,2,4,1
50cfeaca4.jpg,2,2,1
50ac97479.jpg,2,2,1
75785b3eb.jpg,1,4,1
172e692e1.jpg,2,2,1
ada3dacbe.jpg,2,1,1
1f4161475.jpg,5,0,0
568439b6c.jpg,3,3,0
8ad6069fe.jpg,2,1,1
d3993f134.jpg,5,4,1
4854add54.jpg,3,2,1
ea675dd1e.jpg,1,1,1
2e8733afa.jpg,1,1,1
6ec88b7f7.jpg,3,4,1
c9091ca20.jpg,2,2,1
ad5a2ea44.jpg,1,1,1
7a2096ee2.jpg,5,3,1
206c20ee0.jpg,3,1,1
8eddcadff.jpg,9,3,1
d490180a3.jpg,1,1,1
b657c7ed4.jpg,1,5,1
7f281a162.jpg,1,2,1
2247fd7f0.jpg,2,11,1
c80be4ee4.jpg,2,1,1
a0c650375.jpg,2,1,1
d7749f865.jpg,13,4,1
56aaf82ea.jpg,3,3,1
a4a648cf6.jpg,2,3,1
3604dfc38.jpg,2,4,1
4b286bf39.jpg,3,6,1
737ae5c95.jpg,7,1,1
6d6280d5e.jpg,2,2,1
c389100a5.jpg,3,1,0
cef5ff47d.jpg,1,4,1
6e785e50c.jpg,1,1,1
eb4225311.jpg,2,4,1
398bf3c20.jpg,1,3,0
395381ac8.jpg,1,4,1
f84ae7a4b.jpg,1,1,1
68c9524d6.jpg,1,1,1
d3369b607.jpg,3,3,1
0534f1b45.jpg,6,8,1
d407563d4.jpg,4,4,1
1c0d8bcd0.jpg,2,2,1
13ca110ae.jpg,1,1,1
93b2882fd.jpg,2,2,0
a7e79695b.jpg,3,2,1
17d02873a.jpg,1,1,1
9553974f4.jpg,4,3,1
1287339e5.jpg,2,3,1
b9e47cf86.jpg,1,2,1
2959d7fb1.jpg,1,1,1
cacd251d2.jpg,2,1,1
863868ed4.jpg,5,2,1
8364cd311.jpg,1,1,1
117ddaa9f.jpg,3,2,1
bfb064127.jpg,3,6,1
99923d074.jpg,5,6,1
4c2b3ccc9.jpg,5,8,1
e7fb372da.jpg,6,2,1
33368929c.jpg,1,1,1
e7d7c87e2.jpg,2,1,1
409adafbe.jpg,1,1,1
edcf5abf7.jpg,1,0,0
1ad10c316.jpg,1,1,1
7ee479373.jpg,2,3,1
bd1e7ea2d.jpg,1,1,1
b70e904f7.jpg,4,3,1
10e429bfc.jpg,1,3,1
92932546c.jpg,3,3,1
cba39a205.jpg,4,2,0
49e3afca8.jpg,2,3,1
4345db2fc.jpg,3,5,1
522d34082.jpg,3,1,0
d535c41bf.jpg,4,4,1
e56c928ee.jpg,7,12,1
9ddc8a514.jpg,1,2,1
aa218783a.jpg,3,3,1
c2b446019.jpg,4,5,1
dbc93dc99.jpg,13,1,0
9f34c4775.jpg,7,4,1
aefa93267.jpg,7,1,1
67579f49a.jpg,1,3,1
423caf51d.jpg,1,2,1
81b6f3cca.jpg,2,0,0
6dbd47d4f.jpg,2,2,1
a5aa4829b.jpg,2,2,1
504e47cce.jpg,1,2,1
f6c5aad59.jpg,1,4,1
b868c43ca.jpg,6,2,1
4cbb91ed2.jpg,3,1,0
6c9f54be2.jpg,1,1,1
8c81bbce4.jpg,3,1,0
917607322.jpg,3,2,1
e717ccca6.jpg,4,3,1
2e35ebe13.jpg,3,4,1
276111a31.jpg,1,1,1
194cce1be.jpg,4,3,1
9753787e9.jpg,11,7,1
4014c79d3.jpg,2,2,1
a154fdcfd.jpg,2,4,1
5a3c3a927.jpg,3,2,1
1ccb093e6.jpg,2,0,0
2e55a1149.jpg,3,1,1
f06fbd0e7.jpg,1,3,1
4d042c66f.jpg,1,2,1
a14e96726.jpg,4,1,1
c2d0a2e19.jpg,5,5,1
cd634f053.jpg,3,3,1
135fe211d.jpg,2,1,1
8d36899b1.jpg,3,3,1
1b9fb7411.jpg,7,5,1
e8814afd2.jpg,1,0,0
b3bbd7121.jpg,2,0,0
c3a93c97a.jpg,6,6,1
1e1d1606e.jpg,2,4,1
1b7bec2ba.jpg,1,2,1
fed23a483.jpg,8,4,1
4fe777e50.jpg,2,1,1
066ecd182.jpg,1,1,1
f95284047.jpg,5,2,1
f32454873.jpg,2,2,1
410194f0a.jpg,3,2,0
974f00b13.jpg,2,1,0
83476e834.jpg,6,8,1
d74c7c967.jpg,4,3,1
c24f45fd3.jpg,3,1,1
7095dc41e.jpg,6,6,1
bb1c6efac.jpg,4,3,1
61f22bd01.jpg,2,3,1
48c466789.jpg,2,2,1
946525536.jpg,2,3,0
fcddbcbc0.jpg,1,1,1
71ce72925.jpg,1,1,1
1fd098a38.jpg,1,1,0
5727d7f96.jpg,4,2,1
bde2a33eb.jpg,3,6,1
7e7647e70.jpg,1,1,0
57d157679.jpg,3,4,1
394edb848.jpg,2,4,1
79b0f1510.jpg,1,1,1
359e3fb7c.jpg,2,2,1
47cee01b1.jpg,1,1,1
b08d40600.jpg,6,2,1
c970d2407.jpg,1,1,1
19a3acdeb.jpg,1,2,1
616646b4d.jpg,3,1,1
ce4d5f713.jpg,4,3,1
ad9ad21f4.jpg,1,4,1
c135aedee.jpg,1,4,1
29124169b.jpg,3,3,1
008d0f87b.jpg,3,1,1
81847fd11.jpg,1,2,1
f81b617ec.jpg,9,13,1
dce70d399.jpg,5,3,1
be2216e98.jpg,9,2,1
59ce36e8a.jpg,3,3,1
c8ed5e8ab.jpg,10,5,1
4733edde8.jpg,2,3,1
7c159d683.jpg,2,2,1
23d77b3df.jpg,6,3,1
e840cf262.jpg,1,2,1
ef21b3e57.jpg,2,3,1
43e5215d6.jpg,2,4,1
50bab4d98.jpg,7,2,1
c7a7f24d9.jpg,6,2,1
b9bef4fe1.jpg,1,2,0
7cfcbdc4a.jpg,4,5,1
f4f73481c.jpg,2,5,1
f8ff8457a.jpg,2,2,0
4e39d8c5c.jpg,4,4,1
bb1977eed.jpg,1,1,1
d2bf41a92.jpg,4,5,1
d32cc0a14.jpg,4,2,1
104e612c2.jpg,2,2,1
bf828b30d.jpg,4,4,1
843f0ae15.jpg,3,2,1
c357d41a1.jpg,3,1,1
2ef6ad027.jpg,2,2,1
c6cb040ad.jpg,1,2,1
0bc3f8ce8.jpg,1,1,1
15e8d5e3d.jpg,2,3,1
5bbd809c4.jpg,8,0,0
02c4655ff.jpg,6,0,0
65eed1612.jpg,3,6,1
eed32de1b.jpg,6,4,1
c2bc67c36.jpg,1,1,0
a3c477831.jpg,2,1,1
6eda6852e.jpg,4,4,1
d178d246a.jpg,1,3,1
a28a7b7be.jpg,10,2,1
0d2a4e766.jpg,3,7,1
afb3e0467.jpg,1,1,0
2debaa43a.jpg,4,2,1
50c8a63b1.jpg,1,1,1
485ed6221.jpg,2,2,1
e003d691f.jpg,2,4,1
2eeed5102.jpg,1,2,0
acd295ec3.jpg,3,3,1
e054a983d.jpg,2,1,1
57a71495a.jpg,4,2,1
d9acdf5cd.jpg,3,4,1
7454d922e.jpg,2,3,1
c62ca3c1f.jpg,6,1,1
d58a16a93.jpg,4,6,1
8b9681587.jpg,3,1,1
b5b99c878.jpg,4,3,1
974b07e79.jpg,2,2,1
749407e33.jpg,2,2,0
b799d56cd.jpg,1,1,1
398ecb719.jpg,1,2,1
6defb795f.jpg,2,1,1
3f272083c.jpg,4,1,1
be3b49756.jpg,4,5,1
e6feea803.jpg,16,8,1
735d9afc3.jpg,2,2,1
085a9eea6.jpg,2,2,1
afc26c2a0.jpg,2,4,1
7c95f2d2d.jpg,3,2,1
a4906327e.jpg,3,1,1
0046839bd.jpg,1,1,1
eef087050.jpg,9,11,1
eb8fe7e47.jpg,1,0,0
d4aeee4c8.jpg,8,8,1
b68c2531c.jpg,1,1,1
a2bdcd021.jpg,4,6,1
5d8690cf6.jpg,2,2,1
15547c309.jpg,2,1,0
1d32009ed.jpg,1,1,0
2a374ceaa.jpg,2,1,1
fb252eb78.jpg,1,1,1
014ebe543.jpg,4,4,1
a6b3d554a.jpg,1,0,0
eab4edf22.jpg,1,1,1
5a2a644d9.jpg,2,2,1
e4d9efbaa.jpg,3,2,1
271551c4f.jpg,7,2,1
6fe50d73a.jpg,3,5,1
bf24a03ac.jpg,2,1,1
6cf26b38c.jpg,1,1,0
bfab9345f.jpg,1,2,1
92fb94f69.jpg,4,4,1
4c770beb5.jpg,5,3,1
b537ab3ce.jpg,4,5,1
9d3f69524.jpg,2,3,1
c873d7724.jpg,7,3,0
c5da9e8c7.jpg,1,3,0
b5d9dfe6d.jpg,5,3,1
ab1293c8f.jpg,8,8,1
5a036a042.jpg,3,4,1
534991d20.jpg,1,1,1
2dcff4a4e.jpg,4,4,1
3dffc3010.jpg,1,0,0
02b2d3aa4.jpg,4,8,1
3a6a4078f.jpg,4,5,1
144fdd925.jpg,1,0,0
55303df62.jpg,4,4,1
bfd24be30.jpg,14,2,1
dcf78e7eb.jpg,4,4,1
7ec79c490.jpg,2,2,1
22553cebc.jpg,3,2,1
2bed8342d.jpg,1,1,0
c6510fb5a.jpg,2,1,1
56edcc37a.jpg,3,3,1
483e4b5f7.jpg,3,3,1
409502827.jpg,1,3,1
121d3818a.jpg,4,8,1
80841e418.jpg,1,1,1
22fb4b286.jpg,7,2,1
a33b2c662.jpg,3,4,1
b3aa31a86.jpg,5,1,0
b87a1d850.jpg,5,5,1
1a15e33ae.jpg,1,1,1
a30fe9da2.jpg,6,5,1
0696cfa05.jpg,2,5,1
290e00273.jpg,2,5,1
0526d780c.jpg,2,2,1
d6ef360e3.jpg,3,4,1
b69d1ed6a.jpg,2,1,1
ea463471d.jpg,2,2,1
400eedff4.jpg,1,3,1
f32bb5699.jpg,12,0,0
7f30a2a1e.jpg,1,1,1
d1a774781.jpg,2,2,1
51b211df9.jpg,3,2,1
68511f15f.jpg,1,0,0
c9d2f6b05.jpg,3,1,1
fa8f73d4b.jpg,3,3,1
e495d5456.jpg,5,7,1
8edd818de.jpg,3,3,1
08605c0eb.jpg,2,1,1
58ee62fd7.jpg,2,1,1
484439824.jpg,1,0,0
420ba281d.jpg,2,3,1
5545e4b0f.jpg,3,3,1
ee21b4b2d.jpg,2,1,1
533926801.jpg,1,2,1
963b7a441.jpg,8,3,1
ee4c5ab7f.jpg,2,3,1
9078fb095.jpg,2,3,1
c22accc84.jpg,2,3,0
df55b085a.jpg,3,1,0
b8f684e65.jpg,3,1,1
9b09b2a38.jpg,1,1,1
2749c24a9.jpg,2,1,0
71f687e7d.jpg,3,3,1
056e34021.jpg,11,5,1
3012f44e9.jpg,4,0,0
14e90eb54.jpg,2,3,1
c0dee2521.jpg,1,1,1
fc5e5979c.jpg,3,3,1
ef60f8163.jpg,3,2,1
733e36f26.jpg,1,1,0
76a7e1815.jpg,3,4,1
698995345.jpg,1,1,1
0bc0d715e.jpg,1,1,1
8beef62a7.jpg,2,2,0
c9415c620.jpg,3,2,1
286d2eb1c.jpg,5,4,1
de37ca856.jpg,2,0,0
58c262a8b.jpg,3,1,1
20964a4f0.jpg,9,2,1
4a9bd840f.jpg,4,5,1
da691bc2e.jpg,1,1,1
13b66e5de.jpg,3,0,0
66987e071.jpg,1,7,0
1bea66c7a.jpg,1,1,1
8dbca8b82.jpg,3,5,1
4784189ec.jpg,4,2,1
cb9e7a337.jpg,3,2,1
